annapolis	man-made	too-big-for-backpack	place
anniversary	man-made	size-varies	abstract
announcer	man-made	size-varies	person
anole	natural	fits-in-backpack	animal
anorexia	both	size-varies	abstract
anroid	man-made	size-varies	electronics
ant	natural	fits-in-backpack	animal
antacid	man-made	fits-in-backpack	other
antarctica	natural	too-big-for-backpack	place
antartica	natural	too-big-for-backpack	place
anteater	natural	too-big-for-backpack	animal
antelope	natural	too-big-for-backpack	animal
antenna	man-made	fits-in-backpack	electronics
antennae	natural	fits-in-backpack	animal
anthill	natural	size-varies	place
anthrax	natural	fits-in-backpack	other
anthropologist	man-made	size-varies	person
antibiotic	man-made	fits-in-backpack	other
antibiotics	man-made	fits-in-backpack	other
anticipation	man-made	size-varies	abstract
antidepressant	man-made	fits-in-backpack	other
antidote	man-made	fits-in-backpack	other
antifreeze	man-made	fits-in-backpack	other
antihistamine	man-made	fits-in-backpack	other
antimatter	both	size-varies	abstract
antioxidant	both	fits-in-backpack	other
antique	man-made	size-varies	household
antiques	man-made	size-varies	household
antiseptic	man-made	fits-in-backpack	other
antiseptics	man-made	fits-in-backpack	other
ants	natural	fits-in-backpack	animal
anus	natural	fits-in-backpack	animal
anvil	man-made	too-big-for-backpack	tool
anxiety	both	size-varies	abstract
anything	both	size-varies	abstract
aorta	natural	fits-in-backpack	animal
apache	man-made	size-varies	person
apartment	man-made	too-big-for-backpack	place
apartments	man-made	too-big-for-backpack	place
ape	natural	too-big-for-backpack	animal
apes	natural	too-big-for-backpack	animal
aphid	natural	fits-in-backpack	animal
aphrodite	both	size-varies	person
apiary	man-made	too-big-for-backpack	place
apology	man-made	size-varies	abstract
apostle	man-made	size-varies	person
apothecary	man-made	size-varies	person
app	man-made	fits-in-backpack	electronics
apparatus	man-made	size-varies	tool
appartment	man-made	too-big-for-backpack	place
appendectomy	man-made	size-varies	other
appendix	natural	fits-in-backpack	animal
appetizer	man-made	fits-in-backpack	food
apple	natural	fits-in-backpack	food
applecart	man-made	too-big-for-backpack	vehicle
apples	natural	fits-in-backpack	food
applesauce	man-made	fits-in-backpack	food
appletree	natural	too-big-for-backpack	plant
appliance	man-made	size-varies	household
appliances	man-made	size-varies	household
application	man-made	size-varies	abstract
applications	man-made	size-varies	abstract
applicator	man-made	fits-in-backpack	tool
appointee	man-made	size-varies	person
appology	man-made	size-varies	abstract
apprentice	man-made	size-varies	person
apps	man-made	fits-in-backpack	electronics
apricot	natural	fits-in-backpack	food
apron	man-made	fits-in-backpack	clothing
aquarium	man-made	size-varies	household
arachnids	natural	fits-in-backpack	animal
arange	man-made	size-varies	abstract
arbitrator	man-made	size-varies	person
arborist	man-made	size-varies	person
arc	both	size-varies	abstract
arcade	man-made	too-big-for-backpack	place
arch	man-made	too-big-for-backpack	other
archaeologist	man-made	size-varies	person
archaeology	man-made	size-varies	abstract
archbishop	man-made	size-varies	person
archdeacon	man-made	size-varies	person
archduke	man-made	size-varies	person
archenemy	man-made	size-varies	person
archer	man-made	size-varies	person
arches	man-made	too-big-for-backpack	place
archipelago	natural	too-big-for-backpack	place
architect	man-made	size-varies	person
architecture	man-made	too-big-for-backpack	place
archive	man-made	size-varies	place
archives	man-made	too-big-for-backpack	place
archivist	man-made	size-varies	person
archway	man-made	too-big-for-backpack	place
arctic	natural	too-big-for-backpack	place
ardvark	natural	too-big-for-backpack	animal
area	both	size-varies	abstract
area51	man-made	too-big-for-backpack	place
arena	man-made	too-big-for-backpack	place
argument	man-made	size-varies	abstract
aristocrat	man-made	size-varies	person
arithmetic	man-made	size-varies	abstract
arm	natural	fits-in-backpack	animal
armadillo	natural	fits-in-backpack	animal
armband	man-made	fits-in-backpack	clothing
armchair	man-made	too-big-for-backpack	household
armload	both	fits-in-backpack	other
armoire	man-made	too-big-for-backpack	household
armor	man-made	too-big-for-backpack	clothing
armory	man-made	too-big-for-backpack	place
armour	man-made	too-big-for-backpack	clothing
armpit	natural	fits-in-backpack	other
armpits	natural	fits-in-backpack	other
armrest	man-made	fits-in-backpack	other
arms	both	size-varies	other
army	man-made	size-varies	other
aroma	natural	fits-in-backpack	other
arrange	man-made	fits-in-backpack	other
arrangement	man-made	size-varies	other
arrest	man-made	fits-in-backpack	abstract
arrestee	man-made	fits-in-backpack	person
arrival	man-made	fits-in-backpack	abstract
arrow	man-made	fits-in-backpack	tool
arsenal	man-made	too-big-for-backpack	place
arsenic	natural	fits-in-backpack	other
arson	man-made	fits-in-backpack	abstract
arsonist	man-made	fits-in-backpack	person
art	man-made	size-varies	abstract
artery	natural	fits-in-backpack	other
artichoke	natural	fits-in-backpack	food
article	man-made	fits-in-backpack	other
artillery	man-made	too-big-for-backpack	vehicle
artilleryman	man-made	fits-in-backpack	person
artisan	man-made	fits-in-backpack	person
artist	man-made	fits-in-backpack	person
artistry	man-made	fits-in-backpack	abstract
artwork	man-made	size-varies	other
arugula	natural	fits-in-backpack	food
ascent	both	size-varies	abstract
ash	natural	fits-in-backpack	other
ashcan	man-made	too-big-for-backpack	tool
ashes	natural	fits-in-backpack	other
ashtray	man-made	fits-in-backpack	household
asia	natural	too-big-for-backpack	place
asleep	natural	fits-in-backpack	abstract
asparagus	natural	fits-in-backpack	food
asphalt	man-made	size-varies	other
aspirin	man-made	fits-in-backpack	other
assasin	man-made	fits-in-backpack	person
assassin	man-made	fits-in-backpack	person
assault	man-made	fits-in-backpack	abstract
assets	man-made	size-varies	abstract
asshole	natural	fits-in-backpack	other
assignment	man-made	fits-in-backpack	abstract
assisstant	man-made	fits-in-backpack	person
assistance	man-made	fits-in-backpack	abstract
assistant	man-made	fits-in-backpack	person
association	man-made	fits-in-backpack	abstract
assumption	man-made	fits-in-backpack	abstract
asteroid	natural	size-varies	other
asteroids	natural	size-varies	other
asthma	natural	fits-in-backpack	abstract
astringent	man-made	fits-in-backpack	other
astroid	natural	size-varies	other
astrologer	man-made	fits-in-backpack	person
astrologist	man-made	fits-in-backpack	person
astronaut	man-made	fits-in-backpack	person
astronomer	man-made	fits-in-backpack	person
astronout	man-made	fits-in-backpack	person
astroturf	man-made	size-varies	plant
asylum	man-made	too-big-for-backpack	place
atheist	man-made	fits-in-backpack	person
athelete	man-made	fits-in-backpack	person
athiest	man-made	fits-in-backpack	person
athlete	man-made	fits-in-backpack	person
athletic	man-made	fits-in-backpack	abstract
atlantic	natural	too-big-for-backpack	place
atlas	man-made	fits-in-backpack	other
atm	man-made	too-big-for-backpack	electronics
atmosphere	natural	too-big-for-backpack	other
atom	natural	fits-in-backpack	other
atoms	natural	fits-in-backpack	other
atrium	man-made	too-big-for-backpack	place
attack	both	size-varies	abstract
attendant	man-made	fits-in-backpack	person
attendee	man-made	fits-in-backpack	person
attendees	man-made	size-varies	person
attention	man-made	fits-in-backpack	abstract
attic	man-made	too-big-for-backpack	place
attire	man-made	size-varies	clothing
attorney	man-made	fits-in-backpack	person
attraction	both	size-varies	abstract
auction	man-made	fits-in-backpack	abstract
auctioneer	man-made	fits-in-backpack	person
audience	man-made	size-varies	person
audio	man-made	fits-in-backpack	electronics
audiobook	man-made	fits-in-backpack	electronics
audiologist	man-made	fits-in-backpack	person
audiotape	man-made	fits-in-backpack	electronics
audition	man-made	fits-in-backpack	abstract
auditor	man-made	fits-in-backpack	person
auditorium	man-made	too-big-for-backpack	place
aunt	natural	fits-in-backpack	person
auntie	both	size-varies	person
austrailia	natural	too-big-for-backpack	place
author	both	size-varies	person
authority	abstract	size-varies	abstract
auto	man-made	too-big-for-backpack	vehicle
autobiographer	both	size-varies	person
autobiography	man-made	fits-in-backpack	other
autograph	man-made	fits-in-backpack	other
automatic	abstract	size-varies	abstract
automobile	man-made	too-big-for-backpack	vehicle
automobiles	man-made	too-big-for-backpack	vehicle
autopsy	both	size-varies	other
avacado	natural	fits-in-backpack	food
availabitlry	abstract	size-varies	abstract
aviation	man-made	size-varies	other
aviator	both	size-varies	person
avocado	natural	fits-in-backpack	food
avoid	abstract	size-varies	abstract
avoiding	abstract	size-varies	abstract
awake	abstract	size-varies	abstract
awe	abstract	size-varies	abstract
awl	man-made	fits-in-backpack	tool
awning	man-made	too-big-for-backpack	household
ax	man-made	too-big-for-backpack	tool
axe	man-made	too-big-for-backpack	tool
axes	man-made	too-big-for-backpack	tool
axethrower	both	size-varies	person
axis	both	size-varies	abstract
axle	man-made	fits-in-backpack	tool
ayurvedic	both	size-varies	other
azalea	natural	fits-in-backpack	plant
babe	both	fits-in-backpack	person
babies	both	fits-in-backpack	person
baboon	natural	too-big-for-backpack	animal
baby	both	fits-in-backpack	person
babysitter	both	size-varies	person
babysitting	both	size-varies	other
bachelor	both	size-varies	person
bachelorette	both	size-varies	person
backboard	man-made	too-big-for-backpack	other
backbone	natural	fits-in-backpack	other
backcountry	natural	too-big-for-backpack	place
backdrop	man-made	too-big-for-backpack	other
backhoe	man-made	too-big-for-backpack	vehicle
backhole	natural	size-varies	place
backlog	both	size-varies	abstract
backpack	man-made	fits-in-backpack	clothing
backpacker	both	size-varies	person
backstabber	both	size-varies	person
backstreet	both	too-big-for-backpack	place
backward	abstract	size-varies	abstract
backwash	natural	size-varies	other
backyard	both	too-big-for-backpack	place
bacon	both	fits-in-backpack	food
bacteria	natural	fits-in-backpack	other
badge	man-made	fits-in-backpack	clothing
badger	natural	fits-in-backpack	animal
bag	man-made	fits-in-backpack	clothing
bagel	man-made	fits-in-backpack	food
baggage	man-made	too-big-for-backpack	other
bagger	both	size-varies	person
bagle	man-made	fits-in-backpack	food
bagpipe	man-made	too-big-for-backpack	other
bagpipes	man-made	too-big-for-backpack	other
bags	man-made	size-varies	clothing
baguette	man-made	fits-in-backpack	food
bahamas	natural	too-big-for-backpack	place
bailiff	both	size-varies	person
bait	both	fits-in-backpack	food
baits	both	fits-in-backpack	food
baker	both	size-varies	person
bakery	man-made	too-big-for-backpack	place
bakeshop	man-made	too-big-for-backpack	place
baking	man-made	size-varies	food
balcony	man-made	too-big-for-backpack	household
bald	natural	size-varies	other
baldhead	both	size-varies	person
bale	man-made	too-big-for-backpack	other
baleen	natural	size-varies	other
ball	man-made	fits-in-backpack	other
ballad	man-made	fits-in-backpack	other
ballasts	man-made	too-big-for-backpack	other
balled	abstract	size-varies	other
ballerina	both	size-varies	person
ballet	man-made	size-varies	other
balloon	man-made	size-varies	other
balloonist	both	size-varies	person
ballot	man-made	fits-in-backpack	other
balloting	man-made	size-varies	abstract
ballpark	man-made	too-big-for-backpack	place
ballplayer	both	size-varies	person
ballpoint	man-made	fits-in-backpack	tool
ballroom	man-made	too-big-for-backpack	place
balls	both	size-varies	other
balm	both	fits-in-backpack	other
balsam	natural	size-varies	plant
balsawood	natural	size-varies	plant
balustrade	man-made	too-big-for-backpack	household
bambi	natural	fits-in-backpack	animal
bamboo	natural	size-varies	plant
banana	natural	fits-in-backpack	food
bananas	natural	fits-in-backpack	food
band	man-made	size-varies	other
bandage	man-made	fits-in-backpack	other
bandaid	man-made	fits-in-backpack	other
bandana	man-made	fits-in-backpack	clothing
bandit	person	fits-in-backpack	person
bandleader	person	fits-in-backpack	person
bandmaster	person	fits-in-backpack	person
bandstand	man-made	too-big-for-backpack	place
banger	man-made	fits-in-backpack	food
bangle	man-made	fits-in-backpack	clothing
banister	man-made	too-big-for-backpack	household
banjo	man-made	fits-in-backpack	tool
bank	both	size-varies	place
banker	person	fits-in-backpack	person
banking	abstract	size-varies	abstract
banknote	man-made	fits-in-backpack	other
banner	man-made	size-varies	other
banquet	man-made	size-varies	food
banshee	both	fits-in-backpack	other
baptism	abstract	size-varies	abstract
baptizer	person	fits-in-backpack	person
bar	man-made	size-varies	place
bar-b-que	man-made	size-varies	food
bar-stool	man-made	too-big-for-backpack	household
barbecue	man-made	size-varies	tool
barbell	man-made	too-big-for-backpack	tool
barbeque	man-made	size-varies	tool
barber	person	fits-in-backpack	person
barbershop	man-made	too-big-for-backpack	place
barbie	man-made	fits-in-backpack	other
barbwire	man-made	size-varies	tool
bargainer	person	fits-in-backpack	person
barista	person	fits-in-backpack	person
bark	natural	size-varies	plant
barkeeper	person	fits-in-backpack	person
barley	natural	fits-in-backpack	food
barmaid	person	fits-in-backpack	person
barman	person	fits-in-backpack	person
barn	man-made	too-big-for-backpack	place
barnyard	both	too-big-for-backpack	place
barometer	man-made	fits-in-backpack	tool
baron	person	fits-in-backpack	person
baroness	person	fits-in-backpack	person
barracuda	natural	size-varies	animal
barrel	man-made	size-varies	tool
barren	natural	size-varies	place
barrette	man-made	fits-in-backpack	clothing
barricade	man-made	size-varies	other
barricuda	natural	size-varies	animal
barrier	both	size-varies	other
barstool	man-made	too-big-for-backpack	household
bartender	person	fits-in-backpack	person
base	both	size-varies	other
baseball	man-made	fits-in-backpack	other
baseboard	man-made	too-big-for-backpack	household
basement	man-made	too-big-for-backpack	place
basher	person	fits-in-backpack	person
basil	natural	fits-in-backpack	plant
basin	man-made	fits-in-backpack	household
basket	man-made	size-varies	household
basketball	man-made	fits-in-backpack	other
bass	natural	size-varies	animal
bassinet	man-made	too-big-for-backpack	household
bastard	person	fits-in-backpack	person
bat	both	size-varies	animal
batboy	person	fits-in-backpack	person
batch	man-made	size-varies	other
bath	man-made	too-big-for-backpack	household
bather	person	fits-in-backpack	person
bathhouse	man-made	too-big-for-backpack	place
bathing	abstract	size-varies	abstract
bathingsuit	man-made	fits-in-backpack	clothing
bathrobe	man-made	fits-in-backpack	clothing
bathroom	man-made	too-big-for-backpack	place
bathrrom	man-made	too-big-for-backpack	place
bathtub	man-made	too-big-for-backpack	household
bathwater	both	too-big-for-backpack	other
bating	abstract	size-varies	abstract
batman	person	fits-in-backpack	person
batmobile	man-made	too-big-for-backpack	vehicle
baton	man-made	fits-in-backpack	tool
bats	natural	fits-in-backpack	animal
batter	man-made	size-varies	food
batteries	man-made	fits-in-backpack	electronics
battery	man-made	fits-in-backpack	electronics
battle	abstract	size-varies	abstract
battleaxe	man-made	size-varies	tool
battlefield	both	too-big-for-backpack	place
battleground	both	too-big-for-backpack	place
battleship	man-made	too-big-for-backpack	vehicle
battlewagon	man-made	too-big-for-backpack	vehicle
batwing	both	size-varies	other
bay	natural	too-big-for-backpack	place
bayberry	natural	fits-in-backpack	plant
bayonet	man-made	fits-in-backpack	tool
bayou	natural	too-big-for-backpack	place
bazaar	man-made	size-varies	place
bazooka	man-made	size-varies	tool
beach	natural	too-big-for-backpack	place
beachwear	man-made	fits-in-backpack	clothing
beacon	man-made	fits-in-backpack	other
beads	man-made	fits-in-backpack	other
beagle	natural	fits-in-backpack	animal
beaker	man-made	fits-in-backpack	tool
beam	both	size-varies	other
beams	man-made	size-varies	other
bean	natural	fits-in-backpack	food
beanbags	man-made	fits-in-backpack	household
beans	natural	fits-in-backpack	food
beanstalk	natural	size-varies	plant
bear	natural	too-big-for-backpack	animal
beard	natural	fits-in-backpack	other
bearing	both	size-varies	other
bears	natural	too-big-for-backpack	animal
bearskin	both	too-big-for-backpack	clothing
beartrap	man-made	fits-in-backpack	tool
beast	natural	size-varies	animal
beat	both	size-varies	abstract
beater	man-made	fits-in-backpack	tool
beautician	man-made	fits-in-backpack	person
beauty	abstract	size-varies	abstract
beaver	natural	fits-in-backpack	animal
bed	man-made	too-big-for-backpack	household
bedbug	natural	fits-in-backpack	animal
bedchamber	man-made	too-big-for-backpack	place
bedding	man-made	size-varies	household
bedfellow	man-made	fits-in-backpack	person
bedframe	man-made	too-big-for-backpack	household
bedpan	man-made	fits-in-backpack	tool
bedpost	man-made	fits-in-backpack	household
bedrock	natural	too-big-for-backpack	other
bedroom	man-made	too-big-for-backpack	place
bedsheet	man-made	size-varies	household
bedspread	man-made	too-big-for-backpack	household
bedspring	man-made	too-big-for-backpack	household
bee	natural	fits-in-backpack	animal
beef	natural	fits-in-backpack	food
beehive	both	too-big-for-backpack	animal
beekeeper	man-made	fits-in-backpack	person
beeper	man-made	fits-in-backpack	electronics
beer	man-made	fits-in-backpack	food
bees	natural	fits-in-backpack	animal
beeswax	natural	fits-in-backpack	other
beet	natural	fits-in-backpack	food
beetle	natural	fits-in-backpack	animal
beets	natural	fits-in-backpack	food
beggar	man-made	fits-in-backpack	person
begger	man-made	fits-in-backpack	person
beginner	man-made	fits-in-backpack	person
begonia	natural	fits-in-backpack	plant
behave	abstract	size-varies	abstract
behavior	abstract	size-varies	abstract
behemoth	both	too-big-for-backpack	animal
beiber	man-made	fits-in-backpack	person
bell	man-made	size-varies	tool
belladonna	natural	fits-in-backpack	plant
bellboy	man-made	fits-in-backpack	person
bellhop	man-made	fits-in-backpack	person
bellman	man-made	fits-in-backpack	person
belly	natural	fits-in-backpack	other
bellyfat	natural	fits-in-backpack	other
belongings	man-made	size-varies	household
belt	man-made	fits-in-backpack	clothing
belter	man-made	fits-in-backpack	person
belts	man-made	fits-in-backpack	clothing
beluga	natural	too-big-for-backpack	animal
bench	man-made	too-big-for-backpack	household
benefactor	man-made	fits-in-backpack	person
beneficiary	man-made	fits-in-backpack	person
bermuda	man-made	fits-in-backpack	clothing
berries	natural	fits-in-backpack	food
berry	natural	fits-in-backpack	food
beta	both	size-varies	abstract
better	abstract	size-varies	abstract
beverage	man-made	fits-in-backpack	food
beyonce	man-made	fits-in-backpack	person
bible	man-made	fits-in-backpack	other
bicep	natural	fits-in-backpack	other
biceps	natural	fits-in-backpack	other
bicycle	man-made	too-big-for-backpack	vehicle
bidder	man-made	fits-in-backpack	person
bifocals	man-made	fits-in-backpack	clothing
bigfoot	natural	too-big-for-backpack	animal
bike	man-made	too-big-for-backpack	vehicle
biker	man-made	fits-in-backpack	person
bikini	man-made	fits-in-backpack	clothing
bill	man-made	fits-in-backpack	other
billboard	man-made	too-big-for-backpack	other
billfold	man-made	fits-in-backpack	clothing
billiard	man-made	too-big-for-backpack	household
billionaire	man-made	fits-in-backpack	person
billions	abstract	size-varies	abstract
billon	man-made	fits-in-backpack	other
bills	man-made	fits-in-backpack	other
billybob	man-made	fits-in-backpack	person
bin	man-made	size-varies	household
binary	abstract	size-varies	abstract
binder	man-made	fits-in-backpack	tool
binding	both	fits-in-backpack	other
binky	man-made	fits-in-backpack	household
binocular	man-made	fits-in-backpack	tool
binoculars	man-made	fits-in-backpack	tool
biographer	person	size-varies	person
biography	man-made	fits-in-backpack	other
biologist	person	size-varies	person
biology	natural	size-varies	abstract
bioluminescence	natural	size-varies	other
biosphere	natural	too-big-for-backpack	place
birch	natural	too-big-for-backpack	plant
bird	natural	fits-in-backpack	animal
birdbath	man-made	too-big-for-backpack	household
birdhouse	man-made	fits-in-backpack	household
birdie	natural	fits-in-backpack	animal
birds	natural	fits-in-backpack	animal
birdseed	natural	fits-in-backpack	food
birdwatcher	person	size-varies	person
birdwatching	both	size-varies	other
birth	natural	size-varies	other
birthday	man-made	size-varies	other
birthing	natural	size-varies	other
birthmark	natural	fits-in-backpack	other
birthstone	both	fits-in-backpack	other
biscuit	man-made	fits-in-backpack	food
bishop	person	size-varies	person
bison	natural	too-big-for-backpack	animal
bisque	man-made	fits-in-backpack	food
bit	man-made	fits-in-backpack	tool
bitch	natural	fits-in-backpack	animal
bitcoin	man-made	size-varies	abstract
bite	both	fits-in-backpack	other
biteplate	man-made	fits-in-backpack	tool
biter	person	size-varies	person
bitterness	both	size-varies	abstract
bitters	man-made	fits-in-backpack	food
blabbermouth	person	size-varies	person
black	both	size-varies	other
blackbear	natural	too-big-for-backpack	animal
blackbird	natural	fits-in-backpack	animal
blackboard	man-made	too-big-for-backpack	household
blackface	man-made	fits-in-backpack	other
blackfish	natural	fits-in-backpack	animal
blackfly	natural	fits-in-backpack	animal
blackhead	natural	fits-in-backpack	other
blackhole	natural	too-big-for-backpack	place
blackjack	man-made	fits-in-backpack	tool
blackmailer	person	size-varies	person
blacksmith	person	size-varies	person
blacksnake	natural	fits-in-backpack	animal
blacktop	man-made	too-big-for-backpack	other
bladder	natural	fits-in-backpack	other
blade	man-made	fits-in-backpack	tool
blame	abstract	size-varies	abstract
blanket	man-made	too-big-for-backpack	household
blast	both	size-varies	other
blaster	man-made	fits-in-backpack	tool
blaze	both	size-varies	other
blazer	man-made	fits-in-backpack	clothing
bleach	man-made	fits-in-backpack	household
bleachers	man-made	too-big-for-backpack	place
blemish	natural	fits-in-backpack	other
blender	man-made	fits-in-backpack	electronics
bless	abstract	size-varies	abstract
blimp	man-made	too-big-for-backpack	vehicle
blind	both	size-varies	other
blindfold	man-made	fits-in-backpack	clothing
blindman	person	size-varies	person
blini	man-made	fits-in-backpack	food
blink	natural	size-varies	other
blinker	man-made	fits-in-backpack	tool
blip	man-made	size-varies	other
bliss	abstract	size-varies	abstract
blister	natural	fits-in-backpack	other
blizzard	natural	too-big-for-backpack	other
block	man-made	fits-in-backpack	other
blockage	both	size-varies	other
blocks	man-made	fits-in-backpack	other
blog	man-made	size-varies	other
blogger	person	size-varies	person
bloke	person	size-varies	person
blonde	natural	size-varies	other
blood	natural	size-varies	other
bloodshed	natural	size-varies	other
bloodstream	natural	size-varies	other
bloodsucker	natural	fits-in-backpack	animal
bloodworm	natural	fits-in-backpack	animal
bloomer	plant	size-varies	plant
